,Cost Center,Employee ID,Payroll Code,Hiring Period,FT-PT Status
21823,LNX,U772121,ATW,NOV,FT
21824,CLD,B123670,ADM,OCT,PT
21825,DHU,Y065578,BTW,AUG,FT
21826,AHS,G289252,BTW,JAN,FT
21827,BJZ,F935975,BTW,DEC,PT
21828,DOI,V522773,ADM,JAN,FT
21829,LNX,U509161,BTW,DEC,FT
21830,BJZ,H845951,BTW,JUL,PT
21831,ESX,T580334,ATW,JUN,FT
21832,BJZ,G180887,ATW,JUL,FT
21833,GDP,O384009,BTW,JUL,FT
21834,LNX,F681748,ATW,DEC,FT
21835,QCU,B284754,ATW,MAY,PT
21836,ULO,R796453,ATW,JUN,PT
21837,QCU,P404470,ATW,MAR,FT
21838,OZG,S599772,ADM,SEP,PT
21839,QCU,S392102,BTW,AUG,PT
21840,DHU,Y597179,ATW,OCT,PT
21841,GDP,E183060,ATW,JAN,PT
21842,ESO,A535753,BTW,MAY,FT
21843,NLG,P012723,ATW,AUG,PT
21844,ULO,Z124097,BTW,DEC,PT
21845,BJZ,P034224,ATW,DEC,PT
21846,NLG,L413186,BTW,JUN,FT
21847,LNX,N735220,BTW,JUN,FT
21848,DHU,Y653541,BTW,MAR,PT
21849,BJZ,X960437,ATW,MAR,FT
21850,AOO,X641377,BTW,NOV,PT
21851,ULO,L239910,ATW,APR,FT
21852,ESO,S545854,ADM,JUL,PT
21853,ESO,L161495,BTW,NOV,PT
21854,AOO,A962006,ATW,JAN,PT
21855,ESO,I097733,BTW,SEP,FT
21856,YTE,F139379,BTW,FEB,FT
21857,BJZ,I639313,ATW,OCT,FT
21858,BJZ,O118923,BTW,MAR,FT
21859,OZG,I324336,ATW,JUN,FT
21860,YTE,W826621,BTW,MAR,PT
21861,OZG,N389775,BTW,FEB,FT
21862,ESO,Y079096,ATW,JUN,PT
21863,NLG,E919061,ATW,NOV,PT
21864,ESO,A394596,ATW,JAN,PT
21865,ULO,Y197705,BTW,SEP,PT
21866,YTE,V096724,ADM,FEB,PT
21867,NLG,R752968,ATW,FEB,FT
21868,OZG,A148826,BTW,DEC,PT
21869,ACJ,W791864,BTW,JUL,FT
21870,ULO,E485802,ADM,NOV,FT
21871,DOI,F109945,BTW,JUN,PT
21872,DOI,M298230,BTW,MAR,PT
21873,AOO,Q370980,BTW,MAY,FT
21874,CLD,C404391,ADM,MAR,FT
21875,ULO,N568134,ADM,JAN,FT
21876,OZG,A204481,ATW,APR,FT
21877,ULO,S047300,ATW,APR,PT
21878,NLG,O694338,ATW,DEC,FT
21879,ULO,K510065,ADM,APR,PT
21880,GDP,Z038678,ATW,MAR,PT
21881,QCU,O675209,ATW,NOV,PT
21882,BJZ,H006923,BTW,DEC,FT
21883,DHU,O355685,BTW,NOV,PT
21884,YTE,J263268,BTW,MAY,FT
21885,NLG,M467209,BTW,APR,FT
21886,BJZ,M787624,ATW,NOV,PT
21887,ESO,D650995,ATW,JUL,PT
21888,LNX,U347321,ADM,MAY,FT
21889,ESX,M118660,BTW,MAR,FT
21890,LNX,K236966,BTW,DEC,PT
21891,ACJ,I914628,ATW,OCT,FT
21892,AOO,N978787,ATW,NOV,PT
21893,OZG,T118631,BTW,SEP,PT
21894,ULO,S771895,ATW,NOV,PT
21895,ESO,R297029,ATW,MAY,FT
21896,LNX,M200989,BTW,JAN,FT
21897,AOO,Y058270,ATW,AUG,FT
21898,ACJ,T874442,BTW,JUL,PT
21899,NLG,D710547,ATW,AUG,PT
21900,BJZ,T742112,BTW,JUL,PT
21901,AOO,W867832,BTW,FEB,PT
21902,GDP,X267469,BTW,MAR,PT
21903,GDP,Q026546,ATW,APR,PT
21904,DHU,B814461,ATW,APR,PT
21905,YTE,Z738260,ATW,OCT,PT
21906,OZG,A277844,ATW,JUN,PT
21907,ACJ,B709634,ATW,NOV,PT
21908,CLD,Q577743,ADM,JUL,PT
21909,DHU,A221142,ATW,JUL,FT
21910,ESX,A243118,BTW,AUG,PT
21911,QCU,E541180,ADM,MAY,FT
21912,YTE,M117916,ATW,SEP,PT
21913,DOI,I003946,BTW,SEP,PT
21914,ESX,L920734,ATW,NOV,FT
21915,ACJ,F051467,BTW,DEC,PT
21916,BJZ,J486460,ATW,AUG,PT
21917,YTE,O185122,ATW,FEB,FT
21918,QCU,I910586,ATW,MAR,PT
21919,GDP,D419091,BTW,SEP,FT
21920,ACJ,T144987,ADM,JUN,FT
21921,ULO,Q139424,ADM,FEB,PT
21922,YTE,G937169,BTW,SEP,PT
21923,DOI,L565636,ATW,OCT,PT
21924,AHS,P446719,ADM,DEC,PT
21925,CLD,H592155,ATW,APR,PT
21926,OZG,K895755,ATW,SEP,PT
21927,NLG,A164219,BTW,DEC,FT
21928,NLG,M878723,ATW,SEP,FT
21929,LNX,A050346,ATW,NOV,PT
21930,ULO,W733424,BTW,NOV,FT
21931,CLD,V935456,ATW,SEP,PT
21932,ULO,U692962,BTW,DEC,FT
21933,ULO,P314552,BTW,SEP,PT
21934,NLG,T706916,BTW,SEP,PT
21935,AOO,O116973,BTW,MAR,FT
21936,YTE,J455918,ATW,JUL,PT
21937,AHS,K734256,ATW,AUG,FT
21938,ESX,J997670,ATW,OCT,PT
21939,CLD,P871400,ATW,JAN,PT
21940,DHU,S291501,ADM,JUL,PT
21941,ACJ,O639109,BTW,DEC,PT
21942,CLD,A458094,BTW,JAN,PT
21943,OZG,I913601,ATW,JUL,PT
21944,GDP,I418571,BTW,SEP,PT
21945,ACJ,X177966,BTW,FEB,PT
21946,GDP,U928124,ADM,NOV,PT
21947,GDP,V163988,ATW,JAN,PT
21948,ESX,N530036,ATW,DEC,PT
21949,ESO,Q000185,ATW,JUN,PT
21950,LNX,O919255,BTW,NOV,PT
21951,ESO,E564169,BTW,JAN,PT
21952,AOO,P327397,ATW,MAY,PT
21953,ACJ,V944795,BTW,JUN,PT
21954,NLG,X649704,ATW,MAR,FT
21955,CLD,T746913,ATW,OCT,FT
21956,AOO,T690095,ADM,AUG,FT
21957,DHU,T880678,ATW,FEB,PT
21958,AHS,Q437251,BTW,FEB,FT
21959,AHS,A392366,BTW,OCT,PT
21960,AOO,J188874,ADM,AUG,PT
21961,LNX,U083974,BTW,SEP,PT
21962,GDP,Q212930,ATW,DEC,FT
21963,QCU,G048158,BTW,SEP,FT
21964,OZG,Z495282,ATW,JAN,FT
21965,CLD,Z210046,ATW,JUN,PT
21966,ULO,B956357,ATW,NOV,PT
21967,LNX,C176051,ATW,MAY,FT
21968,ULO,H674921,ATW,DEC,PT
21969,NLG,N049041,ATW,MAR,PT
21970,AHS,Y740661,BTW,MAY,PT
21971,LNX,Q965921,BTW,APR,PT
21972,BJZ,E766947,BTW,MAY,PT
21973,ACJ,N661348,BTW,NOV,PT
21974,ACJ,M216652,ATW,SEP,PT
21975,DOI,L700242,BTW,JUN,PT
21976,BJZ,M311250,ATW,MAR,PT
21977,ULO,D532361,ATW,MAY,PT
21978,DOI,A519835,BTW,APR,PT
21979,DHU,L743247,ATW,MAR,FT
21980,AHS,N042594,ATW,JAN,PT
21981,ULO,A556207,BTW,JUL,FT
21982,AHS,W238497,ATW,SEP,FT
21983,AOO,O150168,ATW,OCT,FT
21984,ESO,E577595,ATW,OCT,PT
21985,NLG,S753990,ADM,NOV,FT
21986,CLD,O382939,ATW,JUN,PT
21987,YTE,L863983,ADM,DEC,PT
21988,ESO,X065645,ATW,DEC,PT
21989,AHS,F887130,ATW,APR,FT
21990,GDP,F648869,ATW,AUG,PT
21991,CLD,S728816,BTW,JUN,FT
21992,ESO,S781774,BTW,MAR,PT
21993,BJZ,K604428,ATW,DEC,PT
21994,DOI,P114131,ADM,MAY,PT
21995,DOI,D221869,ATW,MAR,FT
21996,ACJ,C187078,ATW,FEB,PT
21997,ESX,S433134,ADM,FEB,FT
21998,AOO,V503258,BTW,MAY,PT
21999,ULO,V913840,ATW,JAN,PT
22000,NLG,J911452,ATW,SEP,PT
22001,DOI,I846003,BTW,FEB,FT
22002,ESX,U278009,ADM,AUG,PT
22003,AOO,W348110,ATW,APR,PT
22004,AOO,C215454,BTW,FEB,PT
22005,LNX,J131561,ADM,MAY,FT
22006,YTE,S392925,BTW,DEC,FT
22007,ESX,P059246,BTW,SEP,PT
22008,GDP,Z730411,ATW,AUG,PT
22009,OZG,P880717,BTW,JUL,FT
22010,OZG,R132584,BTW,DEC,PT
22011,ACJ,P381023,BTW,APR,PT
22012,ESX,F831593,BTW,OCT,PT
22013,DHU,P704440,ADM,AUG,PT
22014,ACJ,H346438,ATW,JAN,PT
22015,OZG,A193517,ATW,MAR,PT
22016,ESO,H385090,BTW,JUN,FT
22017,ESO,O093229,ADM,MAR,PT
22018,NLG,B022825,BTW,JUL,PT
22019,LNX,F588029,BTW,AUG,PT
22020,DHU,H841100,BTW,AUG,PT
22021,CLD,F806680,BTW,MAY,PT
22022,QCU,G250865,BTW,MAR,PT
22023,AOO,V789477,ATW,DEC,FT
22024,ESX,R539947,BTW,JUN,PT
22025,BJZ,H962569,ATW,DEC,FT
22026,ACJ,M991043,ATW,JAN,PT
22027,AHS,C575697,ATW,JAN,PT
22028,GDP,R290679,ATW,AUG,FT
22029,BJZ,C543405,BTW,APR,FT
22030,GDP,F436470,ATW,MAR,PT
22031,ESO,L712971,ATW,JUL,PT
22032,GDP,J194491,ATW,SEP,FT
22033,DHU,E058658,BTW,DEC,PT
22034,AHS,M119105,BTW,DEC,PT
22035,DHU,R388248,BTW,MAR,PT
22036,LNX,D217423,BTW,SEP,PT
22037,GDP,F806226,ATW,JUL,PT
22038,NLG,R300924,ADM,JUN,PT
22039,AHS,A562373,ATW,OCT,FT
22040,YTE,Z151557,ATW,SEP,PT
22041,GDP,K802091,BTW,JUN,PT
22042,NLG,V711663,BTW,APR,PT
22043,ESO,O684616,BTW,JUL,PT
22044,YTE,S940086,BTW,JUL,PT
22045,AHS,Y733294,BTW,JUN,FT
22046,ULO,G334848,ATW,AUG,FT
22047,BJZ,F327057,ATW,NOV,PT
22048,DHU,I370524,BTW,MAR,PT
22049,AHS,B772090,ATW,MAY,FT
22050,ULO,U716825,BTW,AUG,FT
22051,YTE,F005225,ATW,OCT,PT
22052,ULO,U716319,BTW,MAR,FT
22053,QCU,N247908,ADM,JAN,PT
22054,GDP,Z193737,BTW,JUL,PT
22055,BJZ,D744918,BTW,SEP,FT
22056,ESO,M782066,ATW,JUL,FT
22057,YTE,M452597,ADM,SEP,PT
22058,AOO,N136047,BTW,JUN,PT
22059,LNX,Z423056,ATW,OCT,PT
22060,AOO,Q524799,ATW,AUG,PT
22061,NLG,K285857,BTW,AUG,FT
22062,CLD,Z726656,BTW,AUG,PT
22063,CLD,E147798,BTW,JUN,PT
22064,QCU,Q334131,ATW,NOV,PT
22065,ESO,S472798,ADM,MAR,FT
22066,ULO,F171954,BTW,SEP,FT
22067,CLD,O316248,BTW,SEP,PT
22068,YTE,V108954,BTW,DEC,PT
22069,OZG,M740676,ATW,DEC,PT
22070,ULO,T209077,ATW,DEC,PT
22071,GDP,Z917996,ATW,DEC,PT
22072,NLG,E869148,BTW,AUG,PT
22073,BJZ,C385430,BTW,DEC,PT
22074,BJZ,G340385,ATW,FEB,FT
22075,DHU,I660282,BTW,JUL,PT
22076,QCU,H939976,BTW,SEP,PT
22077,DOI,S569530,ADM,NOV,PT
22078,ESX,Y104896,ATW,JUN,PT
22079,CLD,E320271,BTW,OCT,FT
22080,QCU,X153878,ATW,OCT,FT
22081,ACJ,I784226,ADM,FEB,FT
22082,OZG,K704425,ATW,MAY,PT
22083,ESX,Q242657,ATW,FEB,FT
22084,OZG,O780851,BTW,FEB,PT
22085,QCU,Z366354,BTW,MAY,PT
22086,CLD,A558950,ATW,MAY,PT
22087,AHS,D639832,BTW,DEC,PT
22088,QCU,O631342,ATW,OCT,PT
22089,CLD,O287303,ATW,MAR,FT
22090,ESO,X168508,ATW,SEP,PT
22091,BJZ,H015355,BTW,MAY,FT
22092,DHU,I568996,ATW,JAN,FT
22093,DHU,L587328,ADM,AUG,PT
22094,OZG,U734057,BTW,OCT,FT
22095,ACJ,I477666,ATW,MAR,PT
22096,DOI,Z290880,ATW,SEP,PT
22097,OZG,Z079855,ATW,FEB,PT
22098,OZG,M310034,ATW,OCT,FT
22099,ACJ,T767381,BTW,JUL,PT
22100,CLD,Q131951,ATW,NOV,PT
22101,GDP,H684510,ATW,FEB,PT
22102,NLG,L316101,ADM,JUN,PT
22103,LNX,B969517,ATW,OCT,PT
22104,ULO,L924684,ADM,DEC,FT
22105,ESX,G853751,BTW,JAN,FT
22106,LNX,R014760,ATW,JUL,PT
22107,OZG,Z684580,ATW,OCT,PT
22108,YTE,C624806,BTW,SEP,FT
22109,QCU,A156756,ADM,AUG,PT
22110,NLG,K820410,ADM,FEB,PT
22111,LNX,P587495,BTW,APR,PT
22112,AHS,H684954,BTW,AUG,PT
22113,AHS,G278801,ATW,DEC,PT
22114,AHS,C992081,BTW,JUN,FT
22115,BJZ,D210441,ATW,MAR,PT
22116,ULO,N576113,ADM,OCT,PT
22117,ESO,I978252,BTW,JUL,FT
22118,YTE,Z848732,ATW,MAY,FT
22119,GDP,Q514864,BTW,JAN,PT
22120,ACJ,N957431,BTW,JAN,FT
22121,LNX,E151295,BTW,FEB,FT
22122,ACJ,K797361,ATW,MAY,PT
22123,QCU,D283992,ATW,JAN,PT
22124,NLG,F274521,ATW,OCT,PT
22125,AHS,C442025,ATW,AUG,PT
22126,ESX,R814178,BTW,OCT,PT
22127,BJZ,D600401,BTW,SEP,PT
22128,AOO,X295385,BTW,JUL,FT
22129,YTE,Q626111,ATW,SEP,FT
22130,ESO,N498117,BTW,OCT,PT
22131,DHU,M022530,ATW,JUL,PT
22132,YTE,C465585,ATW,APR,PT
22133,ESO,Q728618,ATW,MAY,PT
22134,YTE,J508735,ATW,JAN,FT
22135,AOO,U654339,BTW,MAY,FT
22136,QCU,O863917,BTW,MAR,PT
22137,AOO,Y839197,ADM,JAN,PT
22138,DOI,P189198,ADM,NOV,FT
22139,ACJ,N042705,ATW,APR,PT
22140,GDP,I273591,ADM,JUN,PT
22141,OZG,V403146,BTW,JUN,FT
22142,QCU,U707400,BTW,FEB,FT
22143,ULO,K363294,BTW,MAY,PT
22144,GDP,R168472,ADM,JAN,PT
22145,AOO,R075831,BTW,NOV,PT
22146,ESO,S714144,BTW,DEC,PT
22147,LNX,Z874261,ATW,JUN,PT
22148,QCU,T444163,ATW,JAN,FT
22149,GDP,D158089,ATW,MAY,PT
22150,OZG,C954939,ATW,MAY,PT
22151,AOO,W179965,BTW,JUL,FT
22152,NLG,T046506,ATW,FEB,PT
22153,LNX,Y654887,BTW,OCT,PT
22154,AOO,F856901,ATW,DEC,PT
22155,YTE,E422258,ATW,APR,PT
22156,ESX,L696189,BTW,AUG,PT
22157,QCU,I845078,ATW,NOV,FT
22158,OZG,W341234,ATW,JAN,PT
22159,DHU,Z171754,BTW,NOV,PT
22160,GDP,E088797,ADM,SEP,PT
22161,YTE,Y521898,BTW,JUL,PT
22162,DHU,O822242,ATW,SEP,PT
22163,AOO,W785111,BTW,JUL,FT
22164,NLG,P486205,ADM,JUL,PT
22165,BJZ,H210139,BTW,SEP,PT
22166,CLD,U604869,ATW,MAR,PT
22167,DOI,F816649,ATW,AUG,PT
22168,DOI,M341059,ATW,NOV,PT
22169,DHU,T109846,ATW,OCT,PT
22170,ACJ,E885462,BTW,DEC,PT
22171,NLG,Y315542,ATW,SEP,PT
22172,BJZ,S414772,ATW,NOV,FT
22173,DHU,R385493,BTW,JUL,PT
22174,LNX,N970893,ATW,MAY,FT
22175,OZG,S805142,BTW,DEC,FT
22176,AHS,R775385,BTW,JUL,PT
22177,NLG,W772779,ATW,JAN,PT
22178,LNX,O743473,ATW,APR,FT
22179,ESO,N843175,BTW,APR,FT
22180,ESO,T274858,ATW,DEC,PT
22181,ULO,G235507,BTW,DEC,PT
22182,OZG,I516220,BTW,MAR,FT
22183,YTE,R269584,BTW,JAN,FT
22184,AOO,G840320,BTW,AUG,FT
22185,AOO,R250004,ATW,FEB,FT
22186,DOI,D554896,BTW,MAR,FT
22187,ULO,Y406744,ATW,JUN,PT
22188,OZG,D829426,ATW,FEB,PT
22189,AOO,Q169605,BTW,DEC,FT
22190,ULO,H167382,BTW,DEC,PT
22191,BJZ,L151738,BTW,MAR,FT
22192,LNX,Z434673,ATW,AUG,PT
22193,YTE,Z431412,BTW,NOV,PT
22194,DOI,B742162,ATW,JUN,PT
22195,DHU,Q342062,BTW,OCT,PT
22196,QCU,A687916,BTW,MAR,PT
22197,ESO,Q656847,ATW,OCT,PT
22198,DOI,U021082,ATW,SEP,PT
22199,ULO,C611960,ADM,OCT,PT
22200,ESX,Q392443,ADM,FEB,PT
22201,AOO,M914109,BTW,SEP,PT
22202,OZG,R638074,ATW,JUL,FT
22203,ESX,S112943,ATW,MAY,FT
22204,OZG,Q120104,ATW,JAN,PT
22205,OZG,B897665,ATW,JAN,FT
22206,QCU,R767230,BTW,AUG,PT
22207,ULO,H213220,ATW,APR,FT
22208,YTE,B656165,BTW,OCT,PT
22209,YTE,Q924939,BTW,MAR,PT
22210,AHS,O621679,BTW,MAY,PT
22211,GDP,K890950,ATW,DEC,PT
22212,NLG,M377473,BTW,MAY,FT
22213,QCU,W027129,BTW,DEC,PT
22214,GDP,I375839,ADM,APR,PT
22215,CLD,K256036,BTW,NOV,PT
22216,DHU,B793035,BTW,JAN,PT
22217,CLD,C565963,ADM,JAN,FT
22218,AHS,I321418,ATW,MAY,PT
22219,GDP,D426948,BTW,SEP,PT
22220,CLD,R453069,BTW,MAR,PT
22221,ULO,O743239,ATW,FEB,PT
22222,BJZ,Y038461,ATW,OCT,PT
22223,QCU,B194623,ATW,OCT,FT
22224,GDP,X472388,BTW,JUN,PT
22225,AOO,J075086,BTW,JUN,FT
22226,BJZ,R558151,BTW,JUL,PT
22227,ESO,J956988,ATW,JUN,FT
22228,AHS,C638954,ADM,FEB,PT
22229,ESX,N391742,ATW,JUN,FT
22230,AOO,Q884963,BTW,JUN,PT
22231,AOO,R054073,BTW,DEC,FT
22232,ULO,G825074,ADM,DEC,PT
22233,ESO,M834246,ADM,OCT,FT
22234,BJZ,J150256,ATW,MAY,PT
22235,AOO,Q514813,BTW,JUN,PT
22236,DHU,K311972,BTW,SEP,PT
22237,YTE,V801684,BTW,SEP,FT
22238,NLG,Z984062,ATW,MAR,PT
22239,AOO,J130133,ATW,APR,PT
22240,NLG,E618985,ADM,JUL,PT
22241,AHS,Y915678,BTW,APR,FT
22242,QCU,J987294,ATW,JUN,PT
22243,NLG,A820300,BTW,JUN,PT
22244,BJZ,G427374,ATW,NOV,FT
22245,NLG,E424509,ADM,JUN,FT
22246,QCU,U786278,ATW,DEC,PT
22247,LNX,U676570,ADM,JUN,PT
22248,LNX,L780472,BTW,MAR,PT
22249,QCU,W401045,BTW,SEP,PT
22250,ESO,F897037,BTW,JAN,FT
22251,ULO,Z922399,BTW,NOV,PT
22252,AHS,P574183,ATW,MAR,PT
22253,LNX,P865970,BTW,FEB,FT
22254,NLG,P583944,ATW,NOV,FT
22255,NLG,W197521,ATW,DEC,PT
22256,YTE,N549153,BTW,MAR,PT
22257,OZG,Y141735,ATW,SEP,PT
22258,GDP,S094538,BTW,FEB,PT
22259,AHS,C189555,ATW,MAR,PT
22260,GDP,J291736,ATW,APR,PT
22261,DOI,E446608,BTW,SEP,PT
22262,YTE,D735433,BTW,MAR,FT
22263,CLD,L206877,ATW,AUG,PT
22264,NLG,A819077,BTW,DEC,PT
22265,OZG,E040869,ADM,OCT,PT
22266,OZG,U696647,BTW,DEC,FT
22267,OZG,R658644,BTW,SEP,PT
22268,ACJ,H101019,ATW,DEC,PT
22269,YTE,X993839,ATW,MAY,FT
22270,CLD,D101001,ATW,AUG,PT
22271,GDP,U581043,ATW,APR,PT
22272,AHS,I625567,BTW,JAN,FT
22273,GDP,B695770,ATW,FEB,PT
22274,ESX,A757540,BTW,DEC,FT
22275,ESX,F528381,BTW,NOV,PT
22276,YTE,R214984,ATW,NOV,PT
22277,ESO,F174723,BTW,DEC,PT
22278,ULO,W054647,BTW,OCT,PT
22279,DOI,L367041,ATW,OCT,FT
22280,LNX,W371618,ADM,DEC,PT
22281,GDP,O222971,ADM,DEC,FT
22282,ULO,F885296,BTW,JUL,PT
22283,OZG,W345517,BTW,DEC,PT
22284,YTE,Y349443,BTW,DEC,PT
22285,DOI,K427924,ATW,FEB,PT
22286,QCU,B594221,BTW,APR,PT
22287,AOO,L519105,BTW,JAN,FT
22288,LNX,L287488,BTW,DEC,PT
22289,ESX,G899753,BTW,JUL,FT
22290,CLD,L233233,BTW,DEC,FT
22291,ESO,H384817,ATW,JUL,PT
22292,QCU,T517940,ATW,DEC,PT
22293,DHU,N093186,BTW,DEC,PT
22294,QCU,P756983,BTW,MAR,PT
22295,ESX,N187146,BTW,DEC,PT
22296,CLD,P464471,ATW,SEP,PT
22297,ACJ,J507192,ATW,FEB,PT
22298,QCU,I419978,ATW,NOV,FT
22299,ULO,I233169,ATW,APR,PT
22300,AOO,W669800,ADM,APR,FT
22301,DHU,I278424,BTW,OCT,PT
22302,DOI,X770522,ADM,MAR,PT
22303,DOI,A741761,ATW,FEB,FT
22304,BJZ,Y348434,BTW,JAN,PT
22305,GDP,H172076,BTW,JUL,PT
22306,DHU,B043559,BTW,FEB,PT
22307,AHS,B645628,ATW,DEC,FT
22308,YTE,M875145,BTW,JUN,PT
22309,YTE,W282762,BTW,MAR,PT
22310,OZG,R865499,ATW,JAN,FT
22311,DHU,I837324,BTW,OCT,FT
22312,DHU,P192845,ATW,SEP,FT
22313,ULO,X610576,ATW,AUG,FT
22314,OZG,H956912,ATW,DEC,PT
22315,ESX,Y006864,BTW,AUG,PT
22316,CLD,S237095,BTW,MAY,PT
22317,BJZ,J754581,ATW,MAR,FT
22318,LNX,I853093,ATW,OCT,PT
22319,CLD,R787529,BTW,JAN,PT
22320,ULO,F108270,ATW,FEB,PT
22321,OZG,D661211,ATW,NOV,PT
22322,AHS,B196018,BTW,NOV,PT
22323,BJZ,Z875561,ADM,DEC,PT
22324,QCU,A549332,BTW,JAN,FT
22325,ESO,Q821972,ATW,JAN,PT
22326,OZG,G477077,BTW,APR,PT
22327,BJZ,F795345,BTW,FEB,PT
22328,DOI,B186151,ADM,JUN,PT
22329,AHS,U909353,ATW,MAR,PT
22330,ESO,H176617,ATW,DEC,PT
22331,ACJ,X056208,BTW,NOV,PT
22332,DHU,B201235,ATW,MAR,FT
22333,OZG,N659914,ATW,OCT,PT
22334,ACJ,D083527,ATW,OCT,PT
22335,DHU,M569011,ATW,JUN,FT
22336,AHS,X400384,BTW,APR,FT
22337,AHS,Q611053,BTW,FEB,FT
22338,AHS,Q486536,ATW,MAR,PT
22339,QCU,L409831,ADM,MAY,PT
22340,CLD,K104448,BTW,APR,PT
22341,QCU,E230689,BTW,FEB,FT
22342,ULO,I819446,BTW,FEB,FT
22343,DHU,Z264442,ATW,FEB,PT
22344,OZG,C081415,ADM,DEC,PT
22345,AHS,A517012,BTW,MAY,FT
22346,ACJ,M387891,BTW,SEP,PT
22347,AHS,P651851,BTW,JUN,PT
22348,ACJ,E987441,ATW,APR,PT
22349,AHS,Z929610,BTW,DEC,PT
22350,CLD,B803758,ADM,MAR,FT
22351,CLD,M020645,ADM,MAY,FT
22352,AHS,F981740,ADM,AUG,PT
22353,ESX,Q329537,BTW,APR,PT
22354,AOO,O925025,ADM,DEC,PT
22355,DHU,M453409,BTW,JUN,PT
22356,DHU,O825876,ATW,DEC,PT
22357,ACJ,T552017,ATW,SEP,FT
22358,CLD,Y996232,ATW,DEC,PT
22359,OZG,M839793,BTW,NOV,PT
22360,GDP,K900516,BTW,APR,FT
22361,ACJ,V428802,BTW,APR,PT
22362,ESX,E110360,BTW,FEB,PT
22363,YTE,M796019,BTW,APR,PT
22364,AHS,Q730668,ADM,NOV,PT
22365,LNX,I834919,ATW,OCT,PT
22366,ESX,M639741,BTW,MAY,PT
22367,NLG,T360488,BTW,OCT,PT
22368,ESO,P727661,ATW,MAY,FT
22369,AOO,V098126,ATW,AUG,PT
22370,LNX,N684067,ATW,AUG,PT
22371,CLD,W728094,BTW,JUL,PT
22372,AHS,Y442194,ATW,NOV,FT
22373,OZG,A232045,ATW,NOV,PT
22374,DHU,U164662,ATW,MAR,FT
22375,DHU,Z021569,ADM,APR,FT
22376,NLG,P967923,BTW,MAY,FT
22377,ESO,N576311,ADM,AUG,PT
22378,AHS,U683471,BTW,SEP,PT
22379,DHU,U468046,BTW,JUN,PT
22380,NLG,K800812,BTW,OCT,PT
22381,CLD,E802418,ATW,MAY,PT
22382,CLD,C586786,BTW,MAY,FT
22383,GDP,D645808,BTW,JUL,PT
22384,GDP,E181520,ATW,JAN,PT
22385,CLD,M755550,BTW,AUG,PT
22386,ULO,P859891,BTW,OCT,PT
22387,ULO,L228012,ATW,FEB,PT
22388,ESO,V298138,BTW,FEB,PT
22389,GDP,F293444,ATW,SEP,FT
22390,YTE,N023372,ATW,OCT,FT
22391,GDP,I466738,ATW,OCT,PT
22392,CLD,O809807,ATW,NOV,FT
22393,GDP,U034417,ATW,SEP,PT
22394,QCU,C170345,BTW,APR,PT
22395,LNX,W561343,ATW,AUG,PT
22396,BJZ,M625425,BTW,JUN,FT
22397,YTE,J126137,BTW,MAR,FT
22398,QCU,T895892,BTW,OCT,PT
22399,OZG,O844496,ATW,SEP,FT
22400,QCU,H026215,ATW,JAN,PT
22401,LNX,S012812,ATW,NOV,PT
22402,BJZ,X397718,ATW,MAR,PT
22403,AHS,E405488,ATW,MAY,PT
22404,ESO,D516371,ATW,MAY,PT
22405,ESX,H954528,BTW,FEB,PT
22406,ESX,Z211251,BTW,MAY,PT
22407,LNX,B697263,ATW,SEP,PT
22408,AHS,R188477,BTW,OCT,PT
22409,AHS,B012396,ATW,AUG,PT
22410,LNX,K678906,BTW,DEC,PT
22411,YTE,S517908,ATW,MAY,FT
22412,NLG,L074811,ADM,APR,PT
22413,ACJ,A093474,BTW,MAR,PT
22414,DOI,Y512071,BTW,OCT,FT
22415,BJZ,A179439,BTW,JAN,FT
22416,CLD,B163713,BTW,JUN,PT
22417,OZG,M180310,BTW,JUN,PT
22418,GDP,K392177,ATW,MAR,FT
22419,LNX,Q995434,ATW,MAY,PT
22420,BJZ,D264894,BTW,NOV,PT
22421,BJZ,O537105,BTW,MAY,PT
22422,NLG,P152920,BTW,JUL,FT
22423,QCU,K639410,ATW,SEP,FT
22424,AOO,X151105,ATW,JUL,FT
22425,DHU,L916786,BTW,JUL,PT
22426,DOI,M319544,ADM,JUL,PT
22427,OZG,M636722,BTW,MAY,PT
22428,QCU,P252666,ATW,APR,PT
22429,NLG,X882647,BTW,DEC,FT
22430,YTE,S432478,BTW,JAN,PT
22431,AHS,K572572,BTW,JUL,FT
22432,ULO,U637375,ATW,FEB,PT
22433,ULO,E127138,BTW,MAY,PT
22434,QCU,E140155,ATW,DEC,FT
22435,DOI,M533458,ADM,AUG,FT
22436,NLG,R564112,ATW,OCT,FT
22437,QCU,R608802,BTW,MAY,PT
22438,CLD,D538175,ATW,JAN,FT
22439,ACJ,Q150444,ATW,MAR,PT
22440,LNX,J499365,BTW,JUN,PT
22441,AOO,W280466,ADM,SEP,FT
22442,DOI,U701541,BTW,JUL,PT
22443,DHU,S081602,ATW,JUL,PT
22444,AOO,C953734,BTW,JUL,PT
22445,AHS,Q944331,BTW,JAN,PT
22446,ACJ,H528069,ATW,JUN,PT
22447,YTE,E801763,ATW,MAY,PT
22448,GDP,N846683,ATW,NOV,PT
22449,DHU,W503086,ATW,NOV,PT
22450,AHS,H720408,BTW,JUL,PT
22451,AHS,Z430406,ATW,AUG,PT
